source,target
1113464657308553217,1253784983895863300
1113464657308553217,1310044520596213800
1113464657308553217,1314737459922497500
1113464657308553217,957955393061240800
1113464657308553217,1172136369600286700
1113464657308553217,713161306933563400
1113464657308553217,1124740469584429000
1113464657308553217,1092123993497321500
1113464657308553217,1248618336142819300
1113464657308553217,1291937141291978800
1113464657308553217,1308671406645756000
1113464657308553217,1313023774128779300
1113464657308553217,1242094428308648000
1113464657308553217,3292409106
1113464657308553217,1135427727756947500
1113464657308553217,2574334874
1113464657308553217,1277443805822677000
1113464657308553217,2755735597
1113464657308553217,265656197
1113464657308553217,4505801479
1113464657308553217,1102187836097192000
1113464657308553217,1307654468247322600
1113464657308553217,1277207480653590500
1113464657308553217,1313125416069030000
1113464657308553217,1164351714842951700
1113464657308553217,1195875170336018400
1113464657308553217,835829154
1113464657308553217,911475639709950000
1113464657308553217,1264932219027685400
1113464657308553217,1310931360769597400
1113464657308553217,2529582010
1113464657308553217,1279497505944658000
1113464657308553217,895735599935705100
1113464657308553217,1312522113320800300
1113464657308553217,902813185
1113464657308553217,1229290244593373200
1113464657308553217,1263015157799833600
1113464657308553217,788655347971924000
1113464657308553217,903931298552492000
1113464657308553217,1192859229180309500
1113464657308553217,4616642833
1113464657308553217,1311999107750224000
1113464657308553217,1197784633468801000
1113464657308553217,1272548508021805000
1113464657308553217,996350416123134000
1113464657308553217,1267253275667173400
1113464657308553217,2589760264
1113464657308553217,1139791887533953000
1113464657308553217,1097107077124698100
1113464657308553217,402448292
1113464657308553217,1037316328011395100
1113464657308553217,1310978962277822500
1113464657308553217,821028241284599800
1113464657308553217,1293498659879846000
1113464657308553217,1311169445432144000
1113464657308553217,1120032127741882400
1113464657308553217,1278416980048052200
1113464657308553217,2499884562
1113464657308553217,861609060973424600
1113464657308553217,1310518349168689200
1113464657308553217,1054090542617890800
1113464657308553217,1230791682930557000
1113464657308553217,356568652
1113464657308553217,956810660955930600
1113464657308553217,1308950801189015600
1113464657308553217,598068763
1113464657308553217,1299359150489526300
1113464657308553217,24168998
1113464657308553217,1097243552977829900
1113464657308553217,1276487370682937300
1113464657308553217,1300806033049354200
1113464657308553217,1140485993562136600
1113464657308553217,1310577716152893400
1113464657308553217,608788869
1113464657308553217,1283799739889266700
1113464657308553217,1289967306798321700
1113464657308553217,2439397579
1113464657308553217,859075428597870600
1113464657308553217,1287452213657444400
1113464657308553217,1288066270626058200
1113464657308553217,465200142
1113464657308553217,3035625522
1113464657308553217,1307878161783443500
1113464657308553217,1264234038023254000
1113464657308553217,1304113921255669800
1113464657308553217,1309336913292046300
1113464657308553217,2297999143
1113464657308553217,1162079990189645800
1113464657308553217,1247101924442136600
1113464657308553217,1067118427905626100
1113464657308553217,1091487614996176900
1113464657308553217,1265396979338817500
1113464657308553217,1300372086012219400
1113464657308553217,1308625663742472200
1113464657308553217,1196687145114554400
1113464657308553217,1271400737025806300
1113464657308553217,130880309
1113464657308553217,1297983620859093000
1113464657308553217,1076711519809810400
1113464657308553217,1258434503095103500
1113464657308553217,1232729496656236500
1113464657308553217,1280350424168411100
1113464657308553217,1173430035706835000
1113464657308553217,1269654209940480000
1113464657308553217,1306201596368306200
1113464657308553217,1306241111518740500
1113464657308553217,948256965548838900
1113464657308553217,1132361414344159200
1113464657308553217,1225115942750867500
1113464657308553217,927072921821917200
1113464657308553217,1307353211087589400
1113464657308553217,1160802038118322200
1113464657308553217,1160885833207099400
1113464657308553217,3149563375
1113464657308553217,1006758783320842200
1113464657308553217,1031547162746937300
1113464657308553217,1306672639348334600
1113464657308553217,1306946188562903000
1113464657308553217,256409476
1113464657308553217,1125491873928306700
1113464657308553217,844670702263423000
1113464657308553217,22455379
1113464657308553217,930863887590727700
1113464657308553217,1301779971027861500
1113464657308553217,1270066016698142700
1113464657308553217,1288348128756641800
1113464657308553217,1195302343119556600
1113464657308553217,1306601372905660400
1113464657308553217,4638258623
1113464657308553217,1305985245812932600
1113464657308553217,1301492475970740200
1113464657308553217,1171042954288328700
1113464657308553217,1306206347097247700
1113464657308553217,1717580268
1113464657308553217,1265385583557386200
1113464657308553217,1245030689390518300
1113464657308553217,999948280082587600
1113464657308553217,307287333
1113464657308553217,1203040488258965500
1113464657308553217,1195836363830153200
1113464657308553217,930809991069446100
1113464657308553217,1063316001025130500
1113464657308553217,161176367
1113464657308553217,4852876900
1113464657308553217,1162016344553840600
1113464657308553217,1259513432920821800
1113464657308553217,1200942313398079500
1113464657308553217,1298424944494178300
1113464657308553217,1268939554851037200
1113464657308553217,773239423681060900
1113464657308553217,1232143018821439500
1113464657308553217,2284212020
1113464657308553217,965866323858329600
1113464657308553217,1014835352794587100
1113464657308553217,1182568899331743700
1113464657308553217,39915257
1113464657308553217,1271857643938672600
1113464657308553217,1255213764389060600
1113464657308553217,1306439179707003000
1113464657308553217,1064443449108131800
1113464657308553217,1272221201033842700
1113464657308553217,1188300473742196700
1113464657308553217,1191732216839188500
1113464657308553217,2903876196
1113464657308553217,1119803480976216000
1113464657308553217,1057105612004180000
1113464657308553217,1240046556054683600
1113464657308553217,1306413590102962200
1113464657308553217,1248579320592756700
1113464657308553217,980316285207760900
1113464657308553217,1305827199371473000
1113464657308553217,1221159697824260000
1113464657308553217,1277806513579454500
1113464657308553217,1069442877384667100
1113464657308553217,1169234320600387600
1113464657308553217,1266285142609236000
1113464657308553217,1005506337218818000
1113464657308553217,3231091008
1113464657308553217,27384822
1113464657308553217,305397733
1113464657308553217,1226608706625921000
1113464657308553217,1074181647094886400
1113464657308553217,1304753248788770800
1113464657308553217,1250536579447361500
1113464657308553217,1266607921766547500
1113464657308553217,1140181028922957800
1113464657308553217,1303230838360830000
1113464657308553217,1269722784004894700
1113464657308553217,1191430666069504000
1113464657308553217,1251800528205385700
1113464657308553217,1281522422873682000
1113464657308553217,1297620723385561000
1113464657308553217,1116978384532164600
1113464657308553217,1013739911076167700
1113464657308553217,1244087751844061200
1113464657308553217,1549367204
1113464657308553217,1149167307848949800
1113464657308553217,1233420940798611500
1113464657308553217,1293136151784562700
1113464657308553217,1282303926566621200
1113464657308553217,1294658979893739500
1113464657308553217,2890085748
1113464657308553217,1248639850292510700
1113464657308553217,1073723608965365800
1113464657308553217,1104589719361380400
1113464657308553217,1033378991728541700
1113464657308553217,1571541234
1113464657308553217,3236623044
1113464657308553217,1184609635011059700
1113464657308553217,1296709429056938000
1113464657308553217,1193528677331538000
1113464657308553217,994980393106530300
1113464657308553217,488420256
1113464657308553217,931289834743844900
1113464657308553217,1291647176700039200
1113464657308553217,1243550192089149400
1113464657308553217,1305728125125431300
1113464657308553217,1191408996336504800
1113464657308553217,3373097595
1113464657308553217,794983207
1113464657308553217,1239113010343526400
1113464657308553217,1135161977112866800
1113464657308553217,1305568504976998400
1113464657308553217,1209715214687408000
1113464657308553217,1296433071676444700
1113464657308553217,1262379269264728000
1113464657308553217,1240291489952850000
1113464657308553217,105598522
1113464657308553217,1055504174782341100
1113464657308553217,1287760489825501200
1113464657308553217,1287773784066257000
1113464657308553217,1277879761620988000
1113464657308553217,1295299141237723100
1113464657308553217,1296638122046890000
1113464657308553217,1174290051166949400
1113464657308553217,1244790758965723100
1113464657308553217,1241606592245592000
1113464657308553217,1299387667503894500
1113464657308553217,914401524960432100
1113464657308553217,1259466682743107600
1113464657308553217,1192442435705737200
1113464657308553217,715926492623085600
1113464657308553217,808816652154335200
1113464657308553217,1067840197835014100
1113464657308553217,2634526029
1113464657308553217,1194276698184917000
1113464657308553217,1304000779930402800
1113464657308553217,1272546243462357000
1113464657308553217,1300472946490826800
1113464657308553217,1068308176821342200
1113464657308553217,1234067615942770700
1113464657308553217,1249351109514125300
1113464657308553217,887879168616038400
1113464657308553217,1062329734791598100
1113464657308553217,1302436941590339600
1113464657308553217,1303428456508616700
1113464657308553217,1300762464787878000
1113464657308553217,1211705350614700000
1113464657308553217,1303301413548830700
1113464657308553217,1183855192657268700
1113464657308553217,184104301
1113464657308553217,1303115829333106700
1113464657308553217,1294365514266022000
1113464657308553217,930169804392104000
1113464657308553217,36916050
1113464657308553217,1127533139159470100
1113464657308553217,1183103646675996700
1113464657308553217,1251617461008511000
1113464657308553217,1302540111368855600
1113464657308553217,1265619223885353000
1113464657308553217,1198861853918560300
1113464657308553217,1115591172989149200
1113464657308553217,1036150641289179100
1113464657308553217,1302197411817742300
1113464657308553217,1242501202970992600
1113464657308553217,1256299719451709400
1113464657308553217,1094126606010830800
1113464657308553217,1301883992216670200
1113464657308553217,1301736363096592400
1113464657308553217,1154330593917898800
1113464657308553217,1301789655516344300
1113464657308553217,1298685741015474200
1113464657308553217,996404488196964400
1113464657308553217,1033459977808224300
1113464657308553217,1290448889250828300
1113464657308553217,286553778
1113464657308553217,909277624043786200
1113464657308553217,1263947727156600800
1113464657308553217,1300459416521638000
1113464657308553217,1265945172220747800
1113464657308553217,1035248251614715900
1113464657308553217,1278017952181346300
1113464657308553217,1298419794090381300
1113464657308553217,815786561765855200
1113464657308553217,765019698
1113464657308553217,1296068361030254600
1113464657308553217,1260862462196252700
1113464657308553217,1252634003187753000
1113464657308553217,1286829999941496800
1113464657308553217,1299010787009331200
1113464657308553217,1271471115555221500
1113464657308553217,1291824639174414300
1113464657308553217,1298596087037599700
1113464657308553217,1128672236196335600
1113464657308553217,358073907
1113464657308553217,1176101956785442800
1113464657308553217,49487062
1113464657308553217,1050095988323614700
1113464657308553217,1278554509250191400
1113464657308553217,1156494920128925700
1113464657308553217,1133213481635913700
1113464657308553217,1129375490798604300
1113464657308553217,1298617790400733200
1113464657308553217,1257208766048551000
1113464657308553217,1289093099583463400
1113464657308553217,1250293590888083500
1113464657308553217,1282119944352592000
1113464657308553217,1297712690433949700
1113464657308553217,1298155276332343300
1113464657308553217,1051091262378373100
1113464657308553217,1079892319573164000
1113464657308553217,1269300711038357500
1113464657308553217,832316529781911600
1113464657308553217,1278594897365184500
1113464657308553217,1249349824983388200
1113464657308553217,4924221948
1113464657308553217,885681865348202500
1113464657308553217,1286802758251827200
1113464657308553217,866651855639593000
1113464657308553217,1295936986260410400
1113464657308553217,1296591138871300000
1113464657308553217,1285214807923159000
1113464657308553217,1276123845192306700
1113464657308553217,1296786390600958000
1113464657308553217,1274220539532337200
1113464657308553217,1178049770209841200
1113464657308553217,1120365556455170000
1113464657308553217,875228244
1113464657308553217,1238358128019689500
1113464657308553217,1296181504599621600
1113464657308553217,1291370565144518700
1113464657308553217,1296247046911926300
1113464657308553217,1268866838
1113464657308553217,1119542065707098100
1113464657308553217,1291364722470617000
1113464657308553217,1296643742707748900
1113464657308553217,1296122442008559600
1113464657308553217,2675451908
1113464657308553217,1192080292498022400
1113464657308553217,1296478911300350000
1113464657308553217,1285785870356762600
1113464657308553217,1288681927461937200
1113464657308553217,806287944201879600
1113464657308553217,1271392516961517600
1113464657308553217,904405766978682900
1113464657308553217,1264917144719908900
1113464657308553217,1266266322612043800
1113464657308553217,1164171413067976700
1113464657308553217,946759422185017300
1113464657308553217,794871662
1113464657308553217,1083514273685397500
1113464657308553217,1267141542688501800
1113464657308553217,1135544043234943000
1113464657308553217,1168194180042174500
1113464657308553217,1268429358663823400
1113464657308553217,1287053783147544600
1113464657308553217,1116597118502785000
1113464657308553217,1243108080323186700
1113464657308553217,2778250696
1113464657308553217,1069182716250271700
1113464657308553217,1295217418071994400
1113464657308553217,1170727221050466300
1113464657308553217,1285416040931811300
1113464657308553217,2836549269
1113464657308553217,855044178
1113464657308553217,1293901225776251000
1113464657308553217,1241418220201857000
1113464657308553217,1294876327619657700
1113464657308553217,2800172256
1113464657308553217,901412255186604000
1113464657308553217,1294592552536957000
1113464657308553217,1284320634680430600
1113464657308553217,1083341435112427500
1113464657308553217,1270273485877608400
1113464657308553217,972408626210996200
1113464657308553217,979368502422196200
1113464657308553217,1207879133491081200
1113464657308553217,1124367439989547000
1113464657308553217,777768171021500400
1113464657308553217,1294682420852097000
1113464657308553217,1293023670428930000
1113464657308553217,1220265304988643300
1113464657308553217,1257633463131238400
1113464657308553217,1288077026843271200
1113464657308553217,1290977044638171100
1113464657308553217,1293560743623884800
1113464657308553217,1020543328700395500
1113464657308553217,1238889528561197000
1113464657308553217,1291337046645190700
1113464657308553217,1294224048327663600
1113464657308553217,1286872567270310000
1113464657308553217,1107842724630351900
1113464657308553217,1293918657681080300
1113464657308553217,1275338010230431700
1113464657308553217,1211710758
1113464657308553217,789704569185984500
1113464657308553217,3321267747
1113464657308553217,1270020310646096000
1113464657308553217,1068505889345290200
1113464657308553217,1273907229687550000
1113464657308553217,1239258785601818600
1113464657308553217,205209730
1113464657308553217,1190644193569448000
1113464657308553217,3040125771
1113464657308553217,1099832557061922800
1113464657308553217,1288350975854444500
1113464657308553217,1029476444278276100
1113464657308553217,1289940627627692000
1113464657308553217,959224129579761700
1113464657308553217,1145816445848313900
1113464657308553217,768599770445156400
1113464657308553217,1284579123990585300
1113464657308553217,1073672629192667100
1113464657308553217,870341398582538200
1113464657308553217,1289029348369010700
1113464657308553217,1140336905466159100
1113464657308553217,1248821802865815600
1113464657308553217,1278417085991997400
1113464657308553217,1237775091678638000
1113464657308553217,1292429682948935700
1113464657308553217,291037107
1113464657308553217,1254350614705795000
1113464657308553217,1051631607830990800
1113464657308553217,911755994740408300
1113464657308553217,1112576657284427800
1113464657308553217,2347813572
1113464657308553217,1129688385868771300
1113464657308553217,1292107727959986200
1113464657308553217,939224233883861000
1113464657308553217,1291427914282655700
1113464657308553217,1290647802591182800
1113464657308553217,1250400766604349400
1113464657308553217,1174798511939997700
1113464657308553217,784027710490185700
1113464657308553217,1083778759730360300
1113464657308553217,1281711657929121800
1113464657308553217,3316428925
1113464657308553217,1291708451324739600
1113464657308553217,1193164811808497700
1113464657308553217,1291695315884454000
1113464657308553217,1291635496268030000
1113464657308553217,146493774
1113464657308553217,1203546504201461800
1113464657308553217,1243730042384834600
1113464657308553217,1289863896199823400
1113464657308553217,1253196450009280500
1113464657308553217,3099253776
1113464657308553217,1288307345789866000
1113464657308553217,359667978
1113464657308553217,76175619
1113464657308553217,1190641711753633800
1113464657308553217,1003962799100317700
1113464657308553217,1290278537207799800
1113464657308553217,1150706853950578700
1113464657308553217,1286678041775599600
1113464657308553217,1260716903670124500
1113464657308553217,1202893854946578400
1113464657308553217,1187348812236349400
1113464657308553217,1279577142888521700
1113464657308553217,972749276160835600
1113464657308553217,1215303583614283800
1113464657308553217,1284040251527229400
1113464657308553217,1290449936006488000
1113464657308553217,1280849324310761500
1113464657308553217,881549989285122000
1113464657308553217,1290329167159070700
1113464657308553217,1011232666455179300
1113464657308553217,1238334475035193300
1113464657308553217,1286634608360976400
1113464657308553217,1270004331803226000
1113464657308553217,1283820961696043000
1113464657308553217,191922641
1113464657308553217,1137633972710600700
1113464657308553217,735124102613176300
1113464657308553217,166796149
1113464657308553217,987282950864515100
1113464657308553217,1256024717686907000
1113464657308553217,184288327
1113464657308553217,1289920293289558000
1113464657308553217,713173422776254500
1113464657308553217,1137100617606938600
1113464657308553217,901683495948439600
1113464657308553217,1111403662218125300
1113464657308553217,885454652912873500
1113464657308553217,1278648229093978000
1113464657308553217,1274473858951676000
1113464657308553217,1036359104875266000
1113464657308553217,1266227084206043100
1113464657308553217,1174746154887778300
1113464657308553217,731313173542764500
1113464657308553217,288110668
1113464657308553217,1174824966161780700
1113464657308553217,1128303955866341400
1113464657308553217,991264816936480800
1113464657308553217,1271334975103623200
1113464657308553217,1287983737167175700
1113464657308553217,854011481909674000
1113464657308553217,1217676557818507300
1113464657308553217,2418059532
1113464657308553217,174768808
1113464657308553217,3192664730
1113464657308553217,1195995289426874400
1113464657308553217,1162025605468049400
1113464657308553217,2586889621
1113464657308553217,1206954548453089300
1113464657308553217,1279275356223164400
1113464657308553217,1254208032600440800
1113464657308553217,1285113496741400600
1113464657308553217,1196408382166458400
1113464657308553217,16508744
1113464657308553217,1175464875029610500
1113464657308553217,818354367107461100
1113464657308553217,1224403627026022400
1113464657308553217,991164576774242300
1113464657308553217,1132233696457699300
1113464657308553217,1236475796434194400
1113464657308553217,1205993277880590300
1113464657308553217,1165268134950883300
1113464657308553217,1053973244
1113464657308553217,843041371468443600
1113464657308553217,1251291506398412800
1113464657308553217,1118144935297994800
1113464657308553217,1264937042066256000
1113464657308553217,1121862187671277600
1113464657308553217,1274067823304867800
1113464657308553217,1280681752109838300
1113464657308553217,1262302495306592300
1113464657308553217,3142620751
1113464657308553217,1286523645754400800
1113464657308553217,1206447731318767600
1113464657308553217,1286440568361554000
1113464657308553217,1111609846829191200
1113464657308553217,1285804173435400200
1113464657308553217,1286264429844234200
1113464657308553217,2552902255
1113464657308553217,958544565392175100
1113464657308553217,1245535072213700600
1113464657308553217,1260995188878651400
1113464657308553217,304234512
1113464657308553217,1133693950496084000
1113464657308553217,1222100052128100400
1113464657308553217,1021325014417649700
1113464657308553217,888787984237178900
1113464657308553217,1253443947520721000
1113464657308553217,1202702180278358000
1113464657308553217,907269421667803100
1113464657308553217,1223617308934828000
1113464657308553217,1177138760523214800
1113464657308553217,892351849071640600
1113464657308553217,909423469665804300
1113464657308553217,1283847760895250400
1113464657308553217,3301766269
1113464657308553217,1284796666621702100
1113464657308553217,1365078672
1113464657308553217,1216094614379253800
1113464657308553217,1284801982268506000
1113464657308553217,1153795287347056600
1113464657308553217,1268567059123671000
1113464657308553217,1202551325399167000
1113464657308553217,4833546643
1113464657308553217,1214797012991979500
1113464657308553217,1245134939227480000
1113464657308553217,1269462162294165500
1113464657308553217,1081292976557621200
1113464657308553217,885162209365635100
1113464657308553217,1283794304960471000
1113464657308553217,992439311407566800
1113464657308553217,4820993144
1113464657308553217,1051212892756938800
1113464657308553217,1278283310817403000
1113464657308553217,1283187497225379800
1113464657308553217,1279194350631751700
1113464657308553217,924860294094118900
1113464657308553217,1182490948921626600
1113464657308553217,1282612486353514500
1113464657308553217,1213709686983151600
1113464657308553217,1193535453586047000
1113464657308553217,1242345438872662000
1113464657308553217,1868479004
1113464657308553217,1048955985383940100
1113464657308553217,1277282298526916600
1113464657308553217,1215828553666711600
1113464657308553217,1222995958444613600
1113464657308553217,1281829157312229400
1113464657308553217,1278084004722421800
1113464657308553217,1089276394713038800
1113464657308553217,1220440754662920200
1113464657308553217,4462916532
1113464657308553217,1120493153058820100
1113464657308553217,1244577884821307400
1113464657308553217,1262133904841953300
1113464657308553217,1270337120515702800
1113464657308553217,1024730619874631700
1113464657308553217,1233782468962082800
1113464657308553217,1121809763237544000
1113464657308553217,1179089575626629000
1113464657308553217,1278438164084949000
1113464657308553217,1127641922254909400
1113464657308553217,1158290730479046700
1113464657308553217,2799871076
1113464657308553217,1151976122286055400
1113464657308553217,1248419712666456000
1113464657308553217,863370025499062300
1113464657308553217,1229069318039711700
1113464657308553217,1237208111473016800
1113464657308553217,1257295480624689200
1113464657308553217,1175656329182158800
1113464657308553217,1102113782677925900
1113464657308553217,1169470130721632300
1113464657308553217,1266637509712380000
1113464657308553217,1279419364408651800
1113464657308553217,1234013714992361500
1113464657308553217,1066605785516392400
1113464657308553217,1185919455592943600
1113464657308553217,844600059991932900
1113464657308553217,1090298452662136800
1113464657308553217,1278890645977837600
1113464657308553217,100479651
1113464657308553217,1168534201286742000
1113464657308553217,30262350
1113464657308553217,1248015327360946200
1113464657308553217,463119680
1113464657308553217,1201847515374448600
1113464657308553217,1260474951292924000
1113464657308553217,1078657381356064800
1113464657308553217,1210658641700888600
1113464657308553217,902170228100145200
1113464657308553217,1120400181093183500
1113464657308553217,1249113376279736300
1113464657308553217,1256473611201847300
1113464657308553217,1278145474458013700
1113464657308553217,1267078036622467000
1113464657308553217,1018420276852215800
1113464657308553217,1189833634330509300
1113464657308553217,1194040342489837600
1113464657308553217,1244532542746710000
1113464657308553217,1277686014530773000
1113464657308553217,1054802077111779300
1113464657308553217,1262717564397826000
1113464657308553217,1101760736223670300
1113464657308553217,1132342470249975800
1113464657308553217,1042074772790698000
1113464657308553217,1192639497185439700
1113464657308553217,1273520967298379800
1113464657308553217,1114522010690912300
1113464657308553217,1028327223726665700
1113464657308553217,1274205374686482400
1113464657308553217,1081958442284109800
1113464657308553217,919117668212285400
1113464657308553217,1230553153646424000
1113464657308553217,1043245344124018700
1113464657308553217,1276493976665837600
1113464657308553217,1254881001622458400
1113464657308553217,4305637227
1113464657308553217,960497359695200300
1113464657308553217,1144907452539818000
1113464657308553217,1276118788757311500
1113464657308553217,1276221440870711300
1113464657308553217,1130923111304650800
1113464657308553217,1133885266391904300
1113464657308553217,1271788738847400000
1113464657308553217,2921084846
1113464657308553217,987508397724651500
1113464657308553217,1108621067503853600
1113464657308553217,949571622893109200
1113464657308553217,1220869280759087000
1113464657308553217,1117297303964885000
1113464657308553217,810356958423191600
1113464657308553217,1271425119676579800
1113464657308553217,979087194794221600
1113464657308553217,1270967350272102400
1113464657308553217,213882487
1113464657308553217,1254673855169192000
1113464657308553217,1275727912055058400
1113464657308553217,1172051853581811700
1113464657308553217,1274665700200714200
1113464657308553217,1079569438880555000
1113464657308553217,1071569425390723100
1113464657308553217,1225915482265542700
1113464657308553217,1086614944928485400
1113464657308553217,817504607890903000
1113464657308553217,1194638151907565600
1113464657308553217,1249633108518817800
1113464657308553217,1264995645779214300
1113464657308553217,1218064633157881900
1113464657308553217,1114378358220046300
1113464657308553217,1255560256148684800
1113464657308553217,762286514751635500
1113464657308553217,1266173819594485800
1113464657308553217,4561243469
1113464657308553217,1273161972926775300
1113464657308553217,27502612
1113464657308553217,990221274398969900
1113464657308553217,3188474222
1113464657308553217,1088112203335651300
1113464657308553217,605792377
1113464657308553217,1081502107767898100
1113464657308553217,1004746777063350300
1113464657308553217,1273313674984329200
1113464657308553217,1271057883443191800
1113464657308553217,1259419598127894500
1113464657308553217,1263539775195267000
1113464657308553217,832603381604708400
1113464657308553217,1232777512322662400
1113464657308553217,1257447403382284300
1113464657308553217,1152029859616477200
1113464657308553217,914952203541954600
1113464657308553217,1236239118134214700
1113464657308553217,1031340254727299100
1113464657308553217,1083704479705374700
1113464657308553217,1024691562566111200
1113464657308553217,922826338599235600
1113464657308553217,1210415150810849300
1113464657308553217,1213483818482487300
1113464657308553217,1267340571426852900
