Id,Label,timeset,modularity_class,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,eigencentrality,nodecolor-multimode,Authority,Hub
907217129946017792,907217129946017792,,13,0,4201,4,0,4,4,0,4,0,0,0,0,0,0.039274,blue,0.000431,0
980152158216753153,980152158216753153,,52,0,6549,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
1057714598,1057714598,,13,0,6751,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000203,0
1209870465977720834,1209870465977720834,,10,0,4011,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00061,0
2982581269,2982581269,,13,0,4334,1,0,1,1,0,1,0,0,0,0,0,0.031882,red,0,0
1156878047364169728,1156878047364169728,,3,0,2449,2,0,2,2,0,2,0,0,0,0,0,0.041701,blue,0.000223,0
1084250775071715328,1084250775071715328,,13,0,4237,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
996566649229602816,996566649229602816,,10,0,4010,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00061,0
703076142270410752,703076142270410752,,13,0,4236,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
1026295618816233472,1026295618816233472,,39,0,7918,1,2,3,1,2,3,1,1,1,2,0,0.009818,blue,0.000317,0
1927125703,1927125703,,39,0,7917,1,0,1,1,0,1,0,0,0,0,0,0.031882,red,0,0
1228468220472045568,1228468220472045568,,13,0,7909,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000131,0
1141336655812603906,1141336655812603906,,13,0,7589,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
1261562654314774529,1261562654314774529,,13,0,4704,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000122,0
1230106221463519232,1230106221463519232,,13,0,6750,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000203,0
1054519898,1054519898,,13,0,5706,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000017,0
1113802765883584513,1113802765883584513,,10,0,5897,2,0,2,3,0,3,0,0,0,0,0,0.019637,blue,0.000149,0
968118149072613376,968118149072613376,,13,0,2683,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.000032,0
1161582399320481797,1161582399320481797,,39,0,5289,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.000906,0
918138469586681862,918138469586681862,,13,0,4235,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
996332933303726080,996332933303726080,,52,0,6548,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
871645435575717889,871645435575717889,,13,0,4234,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
854587758119079936,854587758119079936,,13,0,5705,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000017,0
1055897328727416832,1055897328727416832,,52,0,7413,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000099,0
1031236542423941120,1031236542423941120,,3,0,2903,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.000345,0
1095291685481766913,1095291685481766913,,13,0,6634,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000001,0
1254288171430371329,1254288171430371329,,33,0,5288,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
1254397744652812289,1254397744652812289,,52,0,7412,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000099,0
900503631631273984,900503631631273984,,52,0,2579,3,0,3,3,0,3,0,0,0,0,0,0.051519,blue,0.000077,0
1090919873000034304,1090919873000034304,,13,0,6749,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000203,0
968656352657600513,968656352657600513,,10,0,7937,0,29,29,0,29,29,1,1,1,0,0,0,red,0,0.001942
1074526224763027456,1074526224763027456,,10,0,7936,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000047,0
1013141803917176832,1013141803917176832,,3,0,2448,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.000018,0
43733924,43733924,,69,68,7939,0,1,1,0,1,1,1,1,1,0,0,0,red,0,0
1017940853833195520,1017940853833195520,,69,68,7938,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0,0
1115143763305701377,1115143763305701377,,13,0,6748,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000203,0
137418167,137418167,,16,0,3530,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.00009,0
1223231689553432577,1223231689553432577,,10,0,7124,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000016,0
925639931375972352,925639931375972352,,13,0,6959,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000102,0
1268232738001297410,1268232738001297410,,16,0,3529,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.00009,0
715799666856763393,715799666856763393,,13,0,1021,2,0,2,2,0,2,0,0,0,0,0,0.041701,blue,0.024269,0
2610933169,2610933169,,10,0,4529,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000153,0
1269334154694529031,1269334154694529031,,33,0,5287,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
3254259546,3254259546,,52,0,5896,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000037,0
903886653235675137,903886653235675137,,13,0,4233,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
1199339503011319809,1199339503011319809,,13,0,4232,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
1168048966199648256,1168048966199648256,,33,0,5286,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
889888874444472320,889888874444472320,,13,0,4231,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
994502948582408192,994502948582408192,,10,0,7123,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000016,0
1012715293859344384,1012715293859344384,,13,0,4230,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
907481852855726080,907481852855726080,,13,0,7588,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
1212704649863581697,1212704649863581697,,33,0,5285,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
2740789682,2740789682,,13,0,5089,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.001037,0
1106481145061863425,1106481145061863425,,70,69,7941,0,1,1,0,1,1,1,1,1,0,0,0,red,0,0
4321328119,4321328119,,70,69,7940,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0,0
1170304620196876288,1170304620196876288,,13,0,4229,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
1112755796935233538,1112755796935233538,,10,0,4528,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000153,0
1063589565892423680,1063589565892423680,,10,0,3330,3,0,3,3,0,3,0,0,0,0,0,0.029455,blue,0.000655,0
761881131755065344,761881131755065344,,0,0,7947,0,9,9,0,9,9,1,1,1,0,0,0,red,0,0
858967423646486528,858967423646486528,,0,0,7946,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0,0
910370755090812929,910370755090812929,,13,0,2682,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.000032,0
1199513570402275329,1199513570402275329,,13,0,4228,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
918948686796910592,918948686796910592,,52,0,7411,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000099,0
744375443097157633,744375443097157633,,13,0,4227,3,0,3,3,0,3,0,0,0,0,0,0.029455,blue,0.000533,0
859019645264834562,859019645264834562,,13,0,4226,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
716716457552396289,716716457552396289,,39,0,5557,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00003,0
4719287858,4719287858,,71,70,7949,0,1,1,0,2,2,1,1,1,0,0,0,red,0,0
1103818461317197824,1103818461317197824,,71,70,7948,1,0,1,2,0,2,0,0,0,0,0,0.009818,blue,0,0
3030629684,3030629684,,3,0,4267,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000001,0
746081065295446016,746081065295446016,,52,0,5895,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000037,0
866183131031756800,866183131031756800,,13,0,4127,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.000416,0
1003188382506233857,1003188382506233857,,33,0,5284,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
2803490232,2803490232,,13,0,7908,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000131,0
1108938418724044805,1108938418724044805,,10,0,6088,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.000562,0
927290856477941760,927290856477941760,,10,0,139,1,0,1,1,0,1,0,0,0,0,0,0.120139,blue,0.000084,0
2689702938,2689702938,,10,0,4009,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00061,0
729263919777255424,729263919777255424,,13,0,6958,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000102,0
2971738253,2971738253,,10,0,6341,3,0,3,3,0,3,0,0,0,0,0,0.029455,blue,0.00018,0
1173387576285323265,1173387576285323265,,13,0,3240,4,0,4,4,0,4,0,0,0,0,0,0.21395,red,0.000991,0
942618100066684931,942618100066684931,,13,0,7907,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000131,0
795671004173348865,795671004173348865,,13,0,2407,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000015,0
1105151692834713600,1105151692834713600,,10,0,4008,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00061,0
729325158071177216,729325158071177216,,13,0,6957,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000102,0
211836348,211836348,,13,0,7906,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000131,0
865329120732958721,865329120732958721,,39,0,6232,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000118,0
1258600242573979648,1258600242573979648,,10,0,4527,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000153,0
1117076135756664832,1117076135756664832,,10,0,62,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000063,0
1058334908555251713,1058334908555251713,,10,0,6087,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000244,0
3246950822,3246950822,,13,0,6747,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000203,0
1175099874188021761,1175099874188021761,,16,0,3528,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.00009,0
1840350360,1840350360,,10,0,3109,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000182,0
1076231003990044672,1076231003990044672,,3,0,1942,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.0242,0
1187812545836519426,1187812545836519426,,3,0,7950,0,1,1,0,1,1,1,1,1,0,0,0,red,0,0.000008
52682953,52682953,,3,0,36,8,0,8,8,0,8,0,0,0,0,0,0.122675,blue,0.000325,0
827966164290506754,827966164290506754,,10,0,4526,3,0,3,3,0,3,0,0,0,0,0,0.029455,blue,0.001376,0
997848019474309120,997848019474309120,,10,0,129,1,0,1,1,0,1,0,0,0,0,0,0.120139,blue,0.000084,0
1119138117431115776,1119138117431115776,,33,0,3351,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00003,0
979737668320870400,979737668320870400,,52,0,7410,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000099,0
2865833139,2865833139,,10,0,2531,9,0,9,9,0,9,0,0,0,0,0,0.11043,blue,0.001129,0
956223647890501632,956223647890501632,,3,0,4225,3,0,3,3,0,3,0,0,0,0,0,0.029455,blue,0.001317,0
903539895536279552,903539895536279552,,3,0,4266,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000001,0
4493283803,4493283803,,33,0,5283,1,0,1,2,0,2,0,0,0,0,0,0.009818,blue,0.000905,0
1127767094194524167,1127767094194524167,,13,0,5673,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00006,0
1203575208486961158,1203575208486961158,,10,0,4007,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00061,0
1113930913451110400,1113930913451110400,,13,0,6361,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000149,0
2293483759,2293483759,,3,0,3163,3,1,4,3,1,4,1,1,1,3,0.083333,0.051519,blue,0.001435,0.000018
950745530237378560,950745530237378560,,52,0,6547,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
1183429288122634240,1183429288122634240,,13,0,7951,0,1,1,0,1,1,1,1,1,0,0,0,red,0,0.00001
1236061509178048514,1236061509178048514,,10,0,262,4,0,4,4,0,4,0,0,0,0,0,0.27189,blue,0.024691,0
1114669191389372416,1114669191389372416,,3,0,134,5,0,5,5,0,5,0,0,0,0,0,0.404004,blue,0.025012,0
999634489490882560,999634489490882560,,10,0,4006,1,7,8,1,7,8,1,1,1,7,0,0.009818,blue,0.00061,0.000633
1116992128263966721,1116992128263966721,,3,0,4829,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.000313,0
3437316792,3437316792,,13,0,673,2,0,2,2,0,2,0,0,0,0,0,0.041701,blue,0.024403,0
848413186189426688,848413186189426688,,33,0,5282,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
1105535199046098944,1105535199046098944,,3,0,3331,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000512,0
36884649,36884649,,52,0,4706,2,0,2,2,0,2,0,0,0,0,0,0.041701,blue,0.000069,0
930225324,930225324,,10,0,6085,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000244,0
832031126684303361,832031126684303361,,13,0,4224,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
1200041296431157249,1200041296431157249,,33,0,3350,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.000936,0
1032683318712496128,1032683318712496128,,10,0,4525,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000153,0
1050791224922316801,1050791224922316801,,13,0,5856,3,0,3,3,0,3,0,0,0,0,0,0.029455,blue,0.000503,0
739283739050541057,739283739050541057,,33,0,5281,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
1101816621776089090,1101816621776089090,,10,0,1280,3,0,3,3,0,3,0,0,0,0,0,0.051519,blue,0.024892,0
1716501690,1716501690,,10,0,621,3,0,3,3,0,3,0,0,0,0,0,0.098042,blue,0.024891,0
1014530642988630016,1014530642988630016,,52,0,7409,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000099,0
1038441567629926400,1038441567629926400,,72,71,7953,0,1,1,0,1,1,1,1,1,0,0,0,red,0,0
1267901683134279682,1267901683134279682,,72,71,7952,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0,0
979723183858200577,979723183858200577,,10,0,3999,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00061,0
1078248582233219073,1078248582233219073,,13,0,4703,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000122,0
1262254291269480449,1262254291269480449,,13,0,7587,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
982718282653421569,982718282653421569,,33,0,5280,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
993827557047812096,993827557047812096,,10,0,823,3,0,3,3,0,3,0,0,0,0,0,0.075978,blue,0.000356,0
2950917267,2950917267,,13,0,2858,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000047,0
1234740051759681536,1234740051759681536,,10,0,7954,0,1,1,0,1,1,1,1,1,0,0,0,red,0,0.000041
1203758125456580608,1203758125456580608,,10,0,4053,1,0,1,1,0,1,0,0,0,0,0,0.031882,red,0.000015,0
917080144774283264,917080144774283264,,13,0,7905,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000131,0
1090228500710285314,1090228500710285314,,73,72,7956,0,1,1,0,1,1,1,1,1,0,0,0,red,0,0
990961801062952960,990961801062952960,,73,72,7955,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0,0
1103258829561581568,1103258829561581568,,13,0,7904,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000131,0
1170597829582233601,1170597829582233601,,10,0,6628,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000002,0
1241942381705846784,1241942381705846784,,13,0,1706,2,0,2,2,0,2,0,0,0,0,0,0.041701,blue,0.024331,0
1148565079551401986,1148565079551401986,,13,0,4223,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
999869843305361409,999869843305361409,,3,0,3413,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000045,0
911921913563369472,911921913563369472,,39,0,4702,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.000152,0
1116639531170537472,1116639531170537472,,10,0,7959,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,blue,0,0
859072383273095171,859072383273095171,,10,0,7958,1,1,2,1,1,2,1,1,1,1,0,0.009818,red,0,0.000001
1103506601795862529,1103506601795862529,,13,0,4222,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
2881803714,2881803714,,52,0,7408,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000099,0
1031959008939143169,1031959008939143169,,10,0,6084,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000244,0
1026202675271135237,1026202675271135237,,33,0,5279,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
1079039665146134530,1079039665146134530,,10,0,2283,2,0,2,2,0,2,0,0,0,0,0,0.06616,blue,0.000285,0
2722817521,2722817521,,3,0,5623,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000094,0
372179936,372179936,,13,0,7903,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000131,0
865661290923958272,865661290923958272,,10,0,3998,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00061,0
1113924291542695936,1113924291542695936,,33,0,5278,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
2776113085,2776113085,,33,0,5277,1,0,1,2,0,2,0,0,0,0,0,0.009818,blue,0.000905,0
1200788660947283970,1200788660947283970,,10,0,7627,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00003,0
1077243294554349571,1077243294554349571,,13,0,2681,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.000032,0
992344394,992344394,,10,0,6956,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.000215,0
1048903969819389952,1048903969819389952,,13,0,4701,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000122,0
1156127138350862336,1156127138350862336,,13,0,5005,3,0,3,3,0,3,0,0,0,0,0,0.029455,blue,0.001353,0
630625741,630625741,,10,0,4524,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000153,0
319165640,319165640,,13,0,4700,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000122,0
932403945246408704,932403945246408704,,10,0,3997,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00061,0
733364002168791040,733364002168791040,,13,0,7586,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
1096363737030639618,1096363737030639618,,13,0,4221,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
4722846317,4722846317,,52,0,6546,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
966501442960814080,966501442960814080,,3,0,2628,3,0,3,3,0,3,0,0,0,0,0,0.029455,blue,0.001147,0
1238543220751163399,1238543220751163399,,52,0,7407,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000099,0
792792521718005760,792792521718005760,,3,0,445,3,0,3,3,0,3,0,0,0,0,0,0.051519,blue,0.025134,0
153301651,153301651,,52,0,5894,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000037,0
1250758073234231298,1250758073234231298,,13,0,4220,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
1071494704473214978,1071494704473214978,,10,0,2928,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000016,0
1046344779083083778,1046344779083083778,,3,0,2446,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.000018,0
1183608537072553986,1183608537072553986,,33,0,5276,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
780425714784841728,780425714784841728,,13,0,7585,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
2809481676,2809481676,,0,0,6846,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.000015,0
1072089276639309825,1072089276639309825,,13,0,4699,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000122,0
1153748513592881153,1153748513592881153,,13,0,2680,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.000032,0
859766122970849280,859766122970849280,,3,0,1941,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.0242,0
2360176939,2360176939,,10,0,7960,0,1,1,0,1,1,2,0.571429,0.625,0,0,0,red,0,0
1013759138826874880,1013759138826874880,,13,0,4219,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
97551825,97551825,,10,0,7122,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000016,0
257373295,257373295,,121,73,7963,0,2,2,0,2,2,1,1,1,0,0,0,red,0,0
945644309101010945,945644309101010945,,121,73,7962,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0,0
1193505333370441728,1193505333370441728,,52,0,7406,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000099,0
2868901088,2868901088,,13,0,4698,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000122,0
883588650604388353,883588650604388353,,13,0,6360,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000149,0
953886486822207488,953886486822207488,,39,0,7916,1,0,1,1,0,1,0,0,0,0,0,0.031882,red,0,0
848069348514201601,848069348514201601,,13,0,4697,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000122,0
1138037230667214849,1138037230667214849,,52,0,5893,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000037,0
1021196685928779778,1021196685928779778,,16,0,3527,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.00009,0
776103428925685760,776103428925685760,,13,0,7584,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
2225103775,2225103775,,13,0,6746,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000203,0
1027778871456751616,1027778871456751616,,13,0,4218,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
1189594672982708224,1189594672982708224,,13,0,7583,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
922866540512514048,922866540512514048,,13,0,4217,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
1164821868655697921,1164821868655697921,,52,0,5892,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000037,0
1157724589251862529,1157724589251862529,,13,0,4216,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000284,0
1163409650382856199,1163409650382856199,,10,0,5644,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000001,0
939463497108328448,939463497108328448,,16,0,3526,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.00009,0
1114177470364770309,1114177470364770309,,33,0,5275,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
309504211,309504211,,13,0,6955,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000102,0
1113912817336217601,1113912817336217601,,33,0,3349,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00003,0
1051315356210360321,1051315356210360321,,13,0,2679,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.000032,0
1211157830280994816,1211157830280994816,,74,74,7965,0,1,1,0,1,1,1,1,1,0,0,0,red,0,0
1210790553555595264,1210790553555595264,,74,74,7964,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0,0
1261313610879385601,1261313610879385601,,13,0,7902,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000131,0
2982241937,2982241937,,13,0,4696,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000122,0
718490781934362625,718490781934362625,,10,0,3996,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.000612,0
994466580183506945,994466580183506945,,10,0,2517,2,1,3,2,1,3,1,1,1,2,0,0.019637,blue,0.000258,0
954363006065917952,954363006065917952,,10,0,2516,1,0,1,1,0,1,0,0,0,0,0,0.053947,red,0,0
1136887243082280960,1136887243082280960,,13,0,111,4,0,4,4,0,4,0,0,0,0,0,0.171658,blue,0.000236,0
761823103521394689,761823103521394689,,33,0,5274,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
959471766694371329,959471766694371329,,10,0,7732,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000033,0
1238673523121381376,1238673523121381376,,16,0,3525,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.00009,0
1150389847455985664,1150389847455985664,,33,0,5273,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
859717743141978112,859717743141978112,,52,0,6545,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000069,0
1068460738253975552,1068460738253975552,,16,0,3524,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.00009,0
1031706916962033664,1031706916962033664,,52,0,7405,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000099,0
1181889033992949760,1181889033992949760,,10,0,7010,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000017,0
929912238353285120,929912238353285120,,13,0,6434,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.000016,0
1225680312937504768,1225680312937504768,,10,0,3995,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00061,0
1150421212842999815,1150421212842999815,,13,0,5704,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000017,0
950450513295757312,950450513295757312,,13,0,6359,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000149,0
730480172416274433,730480172416274433,,10,0,7781,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.00002,0
962730649265364995,962730649265364995,,33,0,5271,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000905,0
237133190,237133190,,10,0,6083,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000244,0
738724031441047554,738724031441047554,,13,0,7404,2,0,2,2,0,2,0,0,0,0,0,0.019637,blue,0.000169,0
870878276,870878276,,10,0,1165,3,0,3,3,0,3,0,0,0,0,0,0.051519,blue,0.024344,0
1205852706331451392,1205852706331451392,,52,0,7403,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000099,0
966559101491671040,966559101491671040,,10,0,4034,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0,0
814802071543312384,814802071543312384,,3,0,1940,1,0,1,1,0,1,0,0,0,0,0,0.031882,blue,0.0242,0
936077874175471617,936077874175471617,,10,0,61,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000063,0
1094743038432342021,1094743038432342021,,13,0,6954,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000102,0
141209164,141209164,,10,0,3108,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000182,0
1189172148322983938,1189172148322983938,,3,0,4265,1,0,1,1,0,1,0,0,0,0,0,0.009818,blue,0.000001,0
