     1	 1000388114727124994
     2	 1002935541476745216
     3	 1003503961226145797
     4	 1003715745283493888
     5	 1004320914522042369
     6	 1005104510149292033
     7	 1005698287800741890
     8	 1006506177583251462
     9	 1007363158258978818
    10	 1008912795293962240
    11	 1009631625523712000
    12	 1009645146437226497
    13	 1010227950900469760
    14	 1011813739564228608
    15	 1011818483217100800
    16	 1012122882363744256
    17	 1012407193386258433
    18	 1012827364479283200
    19	 101331688
    20	 1013429513525424129
    21	 1013645289545056257
    22	 1014846547534569473
    23	 1015803031781142528
    24	 1016487483138138112
    25	 1017479400328257536
    26	 1019113442202959872
    27	 102221481
    28	 1023343682596950016
    29	 1026295618816233472
    30	 1029620574887194624
    31	 1029811377773240320
    32	 1032924755001794561
    33	 1033239561487319040
    34	 1033426775286669312
    35	 1034441467555721216
    36	 1034786025321582592
    37	 1034865026824392704
    38	 1035492799960035328
    39	 103670868
    40	 1037192872649531395
    41	 1038190284524466176
    42	 1038600981230039046
    43	 1038858155218927620
    44	 1039375877035851776
    45	 1039989529510375426
    46	 1040247711021375488
    47	 1040980029788889088
    48	 1041309795762888705
    49	 1041464593992708097
    50	 1041955905774833664
    51	 1043280972525973504
    52	 1043695134
    53	 1046385287998275584
    54	 1046628337534173184
    55	 1046836529044312067
    56	 1049444995084800000
    57	 1049739708081803269
    58	 1049837021861163008
    59	 1050903016159698946
    60	 1051167881206075393
    61	 1051264174763008000
    62	 1056705372751183872
    63	 1057431377086308352
    64	 1058163605751939072
    65	 1058831564090564613
    66	 1059984463667568640
    67	 1059995241980190720
    68	 1061396174027014144
    69	 1063827540429758470
    70	 1064207404043288576
    71	 1069121817527242752
    72	 1070243848813666305
    73	 1070523056752254977
    74	 1070830331601842182
    75	 1071258955676975104
    76	 1071678205608681472
    77	 1073751768188674048
    78	 1074560170943004672
    79	 1074932566635868160
    80	 1075386032185589761
    81	 1075554066460098560
    82	 1079299668905943041
    83	 1080580009847373830
    84	 1080823552511627264
    85	 1081274232259043328
    86	 1081600146260049921
    87	 1082065617807724545
    88	 1082277272705351681
    89	 1083754162544959488
    90	 1083799114012254208
    91	 1084250775071715328
    92	 1085812490120978432
    93	 1087131043503792129
    94	 1087688584386281472
    95	 1089454555027275776
    96	 109119245
    97	 1093964450254581760
    98	 1094437871052701696
    99	 1095078690646573056
   100	 109653126
   101	 1097998576372908032
   102	 1101899096518987776
   103	 1107177018641137665
   104	 1110232120176181259
   105	 1110379508996038656
   106	 1110583205558665216
   107	 1112793891152019459
   108	 1113464657308553217
   109	 1113822184194097153
   110	 1113849764867530752
   111	 1114021233148882944
   112	 1114060542656831489
   113	 1115461702407974912
